article_name,published_year,author,domain,keyword,count,relative_frequency
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,far,13,0.0024635209399279895
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,farmer,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fashioned,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fast,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,favor,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,feasible,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,feature,12,0.0022740193291642978
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fertile,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fetal,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fidelity,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,field,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fierce,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fifth,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,figure,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fill,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,finally,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,find,20,0.0037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,finding,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fine,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,finely,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,finer,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,finnish,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fire,4,0.0007580064430547659
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,firm,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fishing,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fitch,6,0.0011370096645821489
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fix,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fixed,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,flash,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,flb,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fleeting,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,flexibility,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fln,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,flore,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,floss,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fluctuation,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,flux,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,focus,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fold,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,follow,7,0.0013265112753458404
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,food,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,footgear,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,foresee,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,form,8,0.0015160128861095318
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fortuitous,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,forward,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fossil,17,0.0032215273829827554
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fossilize,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,foundation,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fourth,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fox,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,frame,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,franciscus,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,franklin,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,french,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,frequency,4,0.0007580064430547659
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,frequent,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,frigid,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fruitfully,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fuego,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,fully,2,0.00037900322152738296
